id,latitude,longitude,location,vehicle_number,vehicle_type,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID268586,12.9647022,77.5763612,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL109687,SCOOTER,"[""WRONG PARKING""]",[112],2024-01-26 02:06:46+05:30,,2024-01-26 02:15:34.100505+05:30,FKDEV00152,FKUSR00152,28,City Market,True,BTP082 - KR Market Junction,,,FKN00GL109687,SCOOTER,approved,2024-01-27 05:01:23.748000+05:30
FKID285010,12.9716789,77.5771005,"Ballapete Main Road, Balepete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL223829,SCOOTER,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2023-12-23 11:19:46+05:30,,2023-12-24 05:06:06.242318+05:30,FKDEV00009,FKUSR00009,28,City Market,True,BTP044 - Sagar Theatre Junction,,,FKN00GL223829,SCOOTER,approved,2023-12-25 07:13:26.397000+05:30
FKID278752,12.9982851,77.553576,"5th Cross Road, Harikara Vidvan Sri R Gururajulu Naidu Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL5111,SCOOTER,"[""WRONG PARKING""]",[112],2024-03-11 09:32:46+05:30,,2024-03-11 09:35:40.423788+05:30,FKDEV00702,FKUSR00676,6,Rajajinagar,True,BTP008 - Navarang Theatre,,2024-03-28 06:41:21.432449+05:30,FKN00GL5111,SCOOTER,approved,2024-04-01 08:50:41.699000+05:30
FKID159077,13.0083261,77.5485163,"1st Main Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL132054,SCOOTER,"[""WRONG PARKING""]",[112],2023-11-15 09:53:46+05:30,,2023-11-16 06:24:53.635498+05:30,FKDEV00428,FKUSR00422,6,Rajajinagar,True,BTP023 - Mahalaxmi Layout Entrance,,,FKN00GL132054,SCOOTER,approved,2023-11-17 04:54:20.825000+05:30
FKID158935,12.9997141,77.5490418,"10th A Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL119063,CAR,"[""NO PARKING""]",[113],2023-11-13 04:04:46+05:30,,2023-11-14 02:21:42.122350+05:30,FKDEV00036,FKUSR00036,6,Rajajinagar,True,BTP027 - Modi Bridge Junction,,,FKN00GL119063,CAR,approved,2023-11-16 05:42:19.563000+05:30
FKID212847,12.9993691,77.5495629,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL173007,SCOOTER,"[""NO PARKING""]",[113],2023-12-28 03:33:46+05:30,,2023-12-28 04:05:14.787300+05:30,FKDEV00929,FKUSR00892,6,Rajajinagar,True,BTP027 - Modi Bridge Junction,,,FKN00GL173007,SCOOTER,approved,2023-12-29 05:19:41.896000+05:30
FKID144856,12.9925967,77.5584733,"7th Cross Road, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)",FKN00GL120672,SCOOTER,"[""WRONG PARKING""]",[112],2023-11-10 11:42:46+05:30,,2023-11-10 11:59:22.349766+05:30,FKDEV00640,FKUSR00620,6,Rajajinagar,True,BTP009 - Prakash Nagar Junction,,,FKN00GL120672,SCOOTER,approved,2023-11-15 05:11:32.179000+05:30
FKID293341,12.999880134441428,77.54970311,"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL122701,CAR,"[""NO PARKING""]",[113],2023-11-27 11:43:46+05:30,,2023-11-28 08:43:50.291622+05:30,FKDEV00693,FKUSR00418,6,Rajajinagar,True,BTP027 - Modi Bridge Junction,,,FKN00GL122701,CAR,approved,2023-11-29 08:33:15.997000+05:30
FKID164087,12.9994369,77.5497368,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL135828,MOTOR CYCLE,"[""WRONG PARKING""]",[112],2023-11-18 10:16:46+05:30,,2023-11-18 10:20:56.143419+05:30,FKDEV01577,FKUSR01490,6,Rajajinagar,True,BTP027 - Modi Bridge Junction,,,FKN00GL135828,MOTOR CYCLE,approved,2023-11-19 03:49:15.630000+05:30
FKID255594,12.9930859,77.5540999,"P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL18289,LGV,"[""WRONG PARKING""]",[112],2024-01-18 01:22:46+05:30,,2024-01-19 00:57:55.937056+05:30,FKDEV00077,FKUSR00077,6,Rajajinagar,True,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,FKN00GL18289,VAN,approved,2024-01-20 09:04:10.716000+05:30
FKID190895,13.0163862,77.5311806,"Dr Rajkumar Puniya Bhoomi Road, Block 3, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",FKN00GL156629,CAR,"[""WRONG PARKING""]",[112],2023-12-17 11:48:46+05:30,,2023-12-17 11:49:20.429831+05:30,FKDEV01128,FKUSR01075,6,Rajajinagar,True,No Junction,,,FKN00GL156629,CAR,approved,2023-12-19 12:36:42.303000+05:30
FKID288370,13.0085237,77.5429521,"Shreepuram Main Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)",FKN00GL226277,MOTOR CYCLE,"[""NO PARKING""]",[113],2023-12-26 03:44:46+05:30,,2023-12-26 16:30:02.893693+05:30,FKDEV00640,FKUSR00620,6,Rajajinagar,True,No Junction,,,FKN00GL226277,MOTOR CYCLE,approved,2023-12-27 04:25:49.446000+05:30
FKID283742,12.9931079,77.5529411,"P&T Road, KPTCL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL222986,PASSENGER AUTO,"[""WRONG PARKING""]",[112],2023-12-22 05:49:46+05:30,,2023-12-22 06:13:08.516945+05:30,FKDEV00077,FKUSR00077,6,Rajajinagar,True,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,FKN00GL222986,CAR,approved,2023-12-23 03:53:47.837000+05:30
FKID137091,12.993873006404815,77.55501099337131,"32nd Cross Road, Jooganahalli, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL114237,SCOOTER,"[""DOUBLE PARKING"",""WRONG PARKING""]","[109,112]",2023-11-28 09:12:46+05:30,,2023-11-28 08:57:12.734879+05:30,FKDEV00693,FKUSR00418,6,Rajajinagar,True,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,FKN00GL114237,SCOOTER,approved,2023-12-03 09:21:01.127000+05:30
FKID015393,12.9854311,77.5530493,"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL14469,SCOOTER,"[""NO PARKING""]",[113],2024-01-31 09:40:46+05:30,,2024-01-31 09:42:40.232466+05:30,FKDEV00805,FKUSR00774,6,Rajajinagar,True,BTP061 - Bhashyam Circle,,,FKN00GL14469,SCOOTER,approved,2024-02-04 07:11:48.560000+05:30
FKID234078,12.9925094,77.5567971,"80 Feet Ring Road, Jooganahalli, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL188446,MAXI-CAB,"[""WRONG PARKING""]",[112],2024-01-06 00:48:46+05:30,,2024-01-06 00:57:57.148187+05:30,FKDEV00077,FKUSR00077,6,Rajajinagar,True,BTP009 - Prakash Nagar Junction,,,FKN00GL188446,MAXI-CAB,approved,2024-01-06 01:00:04.479000+05:30
FKID200374,12.9929692,77.5526852,"17th Main Road, KPTCL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL27485,GOODS AUTO,"[""WRONG PARKING""]",[112],2023-12-23 05:54:46+05:30,,2023-12-24 06:26:13.126473+05:30,FKDEV00077,FKUSR00077,6,Rajajinagar,True,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,FKN00GL27485,GOODS AUTO,approved,2023-12-25 07:56:27.895000+05:30
FKID009780,12.9844175,77.5599685,"80 Feet Ring Road, Block 4, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)",FKN00GL9257,SCOOTER,"[""WRONG PARKING""]",[112],2024-02-01 09:51:46+05:30,,2024-02-01 13:57:55.109884+05:30,FKDEV00797,FKUSR00766,6,Rajajinagar,True,BTP010 - Rajajinagar Entrance,,,FKN00GL9258,SCOOTER,approved,2024-02-02 02:53:23.065000+05:30
FKID160668,13.0117483,77.5514117,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL133325,CAR,"[""WRONG PARKING""]",[112],2023-11-13 04:55:46+05:30,,2023-11-13 04:59:03.789381+05:30,FKDEV02484,FKUSR02239,6,Rajajinagar,True,No Junction,,,FKN00GL133325,CAR,approved,2023-11-16 07:13:47.559000+05:30
FKID263143,13.0180597,77.531669,"Dr Rajkumar Puniya Bhoomi Road, Block 2, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",FKN00GL208828,SCOOTER,"[""WRONG PARKING""]",[112],2024-01-24 08:03:46+05:30,,2024-01-24 08:04:45.468574+05:30,FKDEV00603,FKUSR00585,6,Rajajinagar,True,No Junction,,,FKN00GL208828,SCOOTER,approved,2024-01-26 07:36:34.317000+05:30
FKID149974,12.9930373,77.5540621,"P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL53614,CAR,"[""WRONG PARKING""]",[112],2023-12-07 03:20:46+05:30,,2023-12-07 03:42:49.253111+05:30,FKDEV00077,FKUSR00077,6,Rajajinagar,True,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,FKN00GL53614,CAR,approved,2023-12-08 05:38:44.616000+05:30
FKID138863,12.9854801,77.5493818,"20th Main Road, Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL115709,PASSENGER AUTO,"[""WRONG PARKING""]",[112],2023-12-02 06:28:46+05:30,,2023-12-05 04:42:54.802137+05:30,FKDEV00515,FKUSR00504,6,Rajajinagar,True,"BTP024 - NPS, Vijayanagar",,,FKN00GL115709,PASSENGER AUTO,approved,2023-12-06 09:41:51.262000+05:30
FKID157322,12.9992225,77.5488753,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL130675,SCOOTER,"[""NO PARKING""]",[113],2023-12-07 03:34:46+05:30,,2023-12-07 03:42:32.392022+05:30,FKDEV01035,FKUSR00992,6,Rajajinagar,True,BTP027 - Modi Bridge Junction,,,FKN00GL130675,SCOOTER,approved,2023-12-08 04:22:34.086000+05:30
FKID198179,13.0079193,77.5483755,"1st Main Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL162130,SCOOTER,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2023-12-19 09:52:46+05:30,,2023-12-21 09:15:51.831193+05:30,FKDEV00428,FKUSR00422,6,Rajajinagar,True,BTP023 - Mahalaxmi Layout Entrance,,,FKN00GL162130,SCOOTER,approved,2023-12-22 07:44:22.156000+05:30
FKID292373,12.984546,77.5537979,"Old Mysore Road, Bhashyam Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL228943,CAR,"[""WRONG PARKING""]",[112],2024-03-13 11:41:46+05:30,,2024-03-13 12:25:39.587070+05:30,FKDEV00805,FKUSR00774,6,Rajajinagar,True,BTP061 - Bhashyam Circle,,2024-03-31 01:16:26.253478+05:30,FKN00GL228943,CAR,approved,2024-04-05 06:52:58.181000+05:30
FKID211755,12.9848111,77.5541716,"12th Main Road, Bhashyam Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL172249,MOTOR CYCLE,"[""NO PARKING""]",[113],2023-12-30 03:47:46+05:30,,2023-12-30 03:53:24.893299+05:30,FKDEV00839,FKUSR00809,6,Rajajinagar,True,BTP061 - Bhashyam Circle,,,FKN00GL172249,MOTOR CYCLE,approved,2024-01-02 06:25:59.427000+05:30
FKID246242,12.9856144,77.5527498,"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL197076,SCOOTER,"[""NO PARKING""]",[113],2024-01-15 05:04:46+05:30,,2024-01-15 08:31:27.853000+05:30,FKDEV00183,FKUSR00183,6,Rajajinagar,True,BTP061 - Bhashyam Circle,,,FKN00GL197076,SCOOTER,approved,2024-01-16 04:18:33.436000+05:30
FKID204232,13.0114044,77.5507918,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL28774,TANKER,"[""WRONG PARKING""]",[112],2023-11-27 08:06:46+05:30,,2023-11-27 08:16:37.490667+05:30,FKDEV00082,FKUSR00082,6,Rajajinagar,True,BTP023 - Mahalaxmi Layout Entrance,,,FKN00GL28774,TANKER,approved,2023-11-29 13:36:53.332000+05:30
FKID240867,12.9997055,77.5496454,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL8873,SCOOTER,"[""NO PARKING""]",[113],2024-01-11 05:56:46+05:30,,2024-01-11 06:07:39.094549+05:30,FKDEV00823,FKUSR00793,6,Rajajinagar,True,BTP027 - Modi Bridge Junction,,,FKN00GL8873,SCOOTER,approved,2024-01-12 04:52:22.744000+05:30
FKID187929,12.9975552,77.5477466,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL154303,VAN,"[""NO PARKING""]",[113],2023-12-20 04:56:46+05:30,,2023-12-20 07:10:39.707726+05:30,FKDEV01988,FKUSR01846,6,Rajajinagar,True,BTP205 - Modi Hospital Junction,,,FKN00GL154303,VAN,approved,2023-12-21 04:10:36.034000+05:30
FKID154412,12.9868143,77.5507519,"Vatal Nagaraj Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL128427,CAR,"[""NO PARKING""]",[113],2023-12-05 05:52:46+05:30,,2023-12-05 05:53:19.178642+05:30,FKDEV00640,FKUSR00620,6,Rajajinagar,True,BTP018 - Dhobi Ghat Junction,,,FKN00GL128427,CAR,approved,2023-12-07 06:15:05.091000+05:30
FKID191107,12.9994239,77.5497315,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL156806,SCOOTER,"[""WRONG PARKING""]",[112],2023-12-17 08:59:46+05:30,,2023-12-17 09:03:20.705982+05:30,FKDEV00567,FKUSR00555,6,Rajajinagar,True,BTP027 - Modi Bridge Junction,,,FKN00GL156806,SCOOTER,approved,2023-12-18 06:09:18.682000+05:30
